County,State,Combined_Key,3/1/2020,4/1/2020,5/1/2020,6/1/2020
Forsyth,Georgia,"Forsyth, Georgia, US",0,48,308,523
Franklin,Georgia,"Franklin, Georgia, US",0,5,19,102
Fulton,Georgia,"Fulton, Georgia, US",0,624,2882,4621
Gilmer,Georgia,"Gilmer, Georgia, US",0,1,69,155
Glascock,Georgia,"Glascock, Georgia, US",0,0,0,1
Glynn,Georgia,"Glynn, Georgia, US",0,18,58,122
Gordon,Georgia,"Gordon, Georgia, US",0,18,113,164
Grady,Georgia,"Grady, Georgia, US",0,1,64,111
Greene,Georgia,"Greene, Georgia, US",0,8,55,68
Gwinnett,Georgia,"Gwinnett, Georgia, US",0,250,1846,3870
Habersham,Georgia,"Habersham, Georgia, US",0,2,327,530
Hall,Georgia,"Hall, Georgia, US",0,69,1482,2507
Hancock,Georgia,"Hancock, Georgia, US",0,0,51,197
Haralson,Georgia,"Haralson, Georgia, US",0,5,29,45
Harris,Georgia,"Harris, Georgia, US",0,3,61,101
Hart,Georgia,"Hart, Georgia, US",0,4,11,33
Heard,Georgia,"Heard, Georgia, US",0,3,11,34
Henry,Georgia,"Henry, Georgia, US",0,90,492,693
Houston,Georgia,"Houston, Georgia, US",0,35,234,375
Irwin,Georgia,"Irwin, Georgia, US",0,3,15,30
Jackson,Georgia,"Jackson, Georgia, US",0,9,97,195
Jasper,Georgia,"Jasper, Georgia, US",0,2,22,40
Jeff Davis,Georgia,"Jeff Davis, Georgia, US",0,0,20,37
Jefferson,Georgia,"Jefferson, Georgia, US",0,2,14,43
Jenkins,Georgia,"Jenkins, Georgia, US",0,1,16,20
Johnson,Georgia,"Johnson, Georgia, US",0,1,51,83
Jones,Georgia,"Jones, Georgia, US",0,4,29,40
Lamar,Georgia,"Lamar, Georgia, US",0,4,39,71
Lanier,Georgia,"Lanier, Georgia, US",0,0,9,25
Laurens,Georgia,"Laurens, Georgia, US",0,14,62,108
Lee,Georgia,"Lee, Georgia, US",0,94,322,361
Liberty,Georgia,"Liberty, Georgia, US",0,5,37,82
Lincoln,Georgia,"Lincoln, Georgia, US",0,4,12,16
Long,Georgia,"Long, Georgia, US",0,1,5,16
Lowndes,Georgia,"Lowndes, Georgia, US",0,24,156,316
Lumpkin,Georgia,"Lumpkin, Georgia, US",0,7,46,99
McDuffie,Georgia,"McDuffie,Georgia,US",0,3,45,67
McIntosh,Georgia,"McIntosh, Georgia, US",0,1,6,16
Macon,Georgia,"Macon, Georgia, US",0,2,81,102
Madison,Georgia,"Madison, Georgia, US",0,3,24,55
Marion,Georgia,"Marion, Georgia, US",0,0,42,57
Meriwether,Georgia,"Meriwether, Georgia, US",0,7,54,86
Miller,Georgia,"Miller, Georgia, US",0,4,33,42
Mitchell,Georgia,"Mitchell, Georgia, US",0,38,318,413
Monroe,Georgia,"Monroe, Georgia, US",0,6,24,121
Montgomery,Georgia,"Montgomery, Georgia, US",0,0,3,10
Morgan,Georgia,"Morgan, Georgia, US",0,2,27,38
Murray,Georgia,"Murray, Georgia, US",0,5,32,94
Muscogee,Georgia,"Muscogee, Georgia, US",0,21,316,632
Newton,Georgia,"Newton, Georgia, US",0,32,200,361
Oconee,Georgia,"Oconee, Georgia, US",0,17,66,116
Oglethorpe,Georgia,"Oglethorpe, Georgia, US",0,1,49,62
Paulding,Georgia,"Paulding, Georgia, US",0,32,190,328
Peach,Georgia,"Peach, Georgia, US",0,7,52,73
Pickens,Georgia,"Pickens, Georgia, US",0,7,25,48
Pierce,Georgia,"Pierce, Georgia, US",0,5,55,99
Pike,Georgia,"Pike, Georgia, US",0,2,40,54
Polk,Georgia,"Polk, Georgia, US",0,16,59,124
Pulaski,Georgia,"Pulaski, Georgia, US",0,4,31,42
Putnam,Georgia,"Putnam, Georgia, US",0,0,42,93
Quitman,Georgia,"Quitman, Georgia, US",0,0,5,12
Rabun,Georgia,"Rabun, Georgia, US",0,2,14,24
Randolph,Georgia,"Randolph, Georgia, US",0,5,161,179
Richmond,Georgia,"Richmond, Georgia, US",0,41,412,599
Rockdale,Georgia,"Rockdale, Georgia, US",0,45,191,285
Schley,Georgia,"Schley, Georgia, US",0,4,16,17
Screven,Georgia,"Screven, Georgia, US",0,2,15,55
Seminole,Georgia,"Seminole, Georgia, US",0,6,30,46
Spalding,Georgia,"Spalding, Georgia, US",0,16,214,277
Stephens,Georgia,"Stephens, Georgia, US",0,5,81,147
Stewart,Georgia,"Stewart, Georgia, US",0,1,25,52
Sumter,Georgia,"Sumter, Georgia, US",0,37,382,487
Talbot,Georgia,"Talbot, Georgia, US",0,1,26,39
Taliaferro,Georgia,"Taliaferro, Georgia, US",0,0,0,1
Tattnall,Georgia,"Tattnall, Georgia, US",0,2,9,27
Taylor,Georgia,"Taylor, Georgia, US",0,2,17,22
Telfair,Georgia,"Telfair, Georgia, US",0,0,28,37
Terrell,Georgia,"Terrell, Georgia, US",0,46,184,213
Thomas,Georgia,"Thomas, Georgia, US",0,11,190,329
Tift,Georgia,"Tift, Georgia, US",0,24,122,266
Toombs,Georgia,"Toombs, Georgia, US",0,2,31,56
Towns,Georgia,"Towns, Georgia, US",0,0,22,24
Treutlen,Georgia,"Treutlen, Georgia, US",0,0,3,10
Troup,Georgia,"Troup, Georgia, US",0,19,150,318
Turner,Georgia,"Turner, Georgia, US",0,4,68,125
Twiggs,Georgia,"Twiggs, Georgia, US",0,2,8,17
Union,Georgia,"Union, Georgia, US",0,0,33,46
Upson,Georgia,"Upson, Georgia, US",0,5,224,283
Walker,Georgia,"Walker, Georgia, US",0,2,60,168
Walton,Georgia,"Walton, Georgia, US",0,12,129,265
Ware,Georgia,"Ware, Georgia, US",0,10,128,228
Warren,Georgia,"Warren, Georgia, US",0,4,12,18
Washington,Georgia,"Washington, Georgia, US",0,4,43,74
Wayne,Georgia,"Wayne, Georgia, US",0,0,13,20
Webster,Georgia,"Webster, Georgia, US",0,1,10,13
Wheeler,Georgia,"Wheeler, Georgia, US",0,1,5,13
White,Georgia,"White, Georgia, US",0,3,63,103
Whitfield,Georgia,"Whitfield, Georgia, US",0,10,111,391
Wilcox,Georgia,"Wilcox, Georgia, US",0,1,90,116
Wilkes,Georgia,"Wilkes, Georgia, US",0,2,25,33
Wilkinson,Georgia,"Wilkinson, Georgia, US",0,2,35,69
Worth,Georgia,"Worth, Georgia, US",0,28,159,222
Hawaii,Hawaii,"Hawaii, Hawaii, US",0,15,73,81
Honolulu,Hawaii,"Honolulu, Hawaii, US",0,157,400,421
Kalawao,Hawaii,"Kalawao, Hawaii, US",0,0,0,0
Kauai,Hawaii,"Kauai, Hawaii, US",0,12,21,20
Maui,Hawaii,"Maui, Hawaii, US",0,25,116,120
Ada,Idaho,"Ada, Idaho, US",0,195,681,812
Adams,Idaho,"Adams, Idaho, US",0,0,3,3
Bannock,Idaho,"Bannock, Idaho, US",0,4,11,28
Bear Lake,Idaho,"Bear Lake, Idaho, US",0,0,0,0
Benewah,Idaho,"Benewah, Idaho, US",0,0,0,8
Bingham,Idaho,"Bingham, Idaho, US",0,2,4,6
Blaine,Idaho,"Blaine, Idaho, US",0,228,497,512
Boise,Idaho,"Boise, Idaho, US",0,0,0,0
Bonner,Idaho,"Bonner, Idaho, US",0,1,4,6
Bonneville,Idaho,"Bonneville, Idaho, US",0,2,28,47
Boundary,Idaho,"Boundary, Idaho, US",0,0,0,0
Butte,Idaho,"Butte, Idaho, US",0,0,0,0
Camas,Idaho,"Camas, Idaho, US",0,1,1,1
Canyon,Idaho,"Canyon, Idaho, US",0,53,255,303
Caribou,Idaho,"Caribou, Idaho, US",0,0,1,1
Cassia,Idaho,"Cassia, Idaho, US",0,1,13,63
Clark,Idaho,"Clark, Idaho, US",0,0,0,0
Clearwater,Idaho,"Clearwater, Idaho, US",0,0,0,0
Custer,Idaho,"Custer, Idaho, US",0,2,2,2
Elmore,Idaho,"Elmore, Idaho, US",0,3,30,31
Franklin,Idaho,"Franklin, Idaho, US",0,0,0,2
Fremont,Idaho,"Fremont, Idaho, US",0,1,2,3
Gem,Idaho,"Gem, Idaho, US",0,5,13,17
Gooding,Idaho,"Gooding, Idaho, US",0,0,12,47
Idaho,Idaho,"Idaho, Idaho, US",0,2,3,3
Jefferson,Idaho,"Jefferson, Idaho, US",0,3,5,7
Jerome,Idaho,"Jerome, Idaho, US",0,2,54,169
Kootenai,Idaho,"Kootenai, Idaho, US",0,30,62,68
Latah,Idaho,"Latah, Idaho, US",0,1,5,7
Lemhi,Idaho,"Lemhi, Idaho, US",0,0,1,1
Lewis,Idaho,"Lewis, Idaho, US",0,0,0,0
Lincoln,Idaho,"Lincoln, Idaho, US",0,3,27,33
Madison,Idaho,"Madison, Idaho, US",0,4,11,21
Minidoka,Idaho,"Minidoka, Idaho, US",0,1,11,50
Nez Perce,Idaho,"Nez Perce, Idaho, US",0,9,60,82
Oneida,Idaho,"Oneida, Idaho, US",0,0,0,0
Owyhee,Idaho,"Owyhee, Idaho, US",0,1,8,8
Payette,Idaho,"Payette, Idaho, US",0,1,16,23
Power,Idaho,"Power, Idaho, US",0,0,2,5
Shoshone,Idaho,"Shoshone, Idaho, US",0,0,0,0
Teton,Idaho,"Teton, Idaho, US",0,2,9,11
Twin Falls,Idaho,"Twin Falls, Idaho, US",0,7,181,419
Valley,Idaho,"Valley, Idaho, US",0,2,2,2
Washington,Idaho,"Washington, Idaho, US",0,0,1,38
Adams,Illinois,"Adams, Illinois, US",0,2,40,44
Alexander,Illinois,"Alexander, Illinois, US",0,0,3,8
Bond,Illinois,"Bond, Illinois, US",0,2,6,12
Boone,Illinois,"Boone, Illinois, US",0,0,113,463
Brown,Illinois,"Brown, Illinois, US",0,0,1,10
Bureau,Illinois,"Bureau, Illinois, US",0,2,10,15
Calhoun,Illinois,"Calhoun, Illinois, US",0,0,1,1
Carroll,Illinois,"Carroll, Illinois, US",0,3,9,15
Cass,Illinois,"Cass, Illinois, US",0,0,34,73
Champaign,Illinois,"Champaign, Illinois, US",0,33,143,645
Christian,Illinois,"Christian, Illinois, US",0,14,29,35
Clark,Illinois,"Clark, Illinois, US",0,1,5,11
Clay,Illinois,"Clay, Illinois, US",0,0,2,2
Clinton,Illinois,"Clinton, Illinois, US",0,8,110,186
Coles,Illinois,"Coles, Illinois, US",0,0,22,127
Cook,Illinois,"Cook, Illinois, US",3,5152,38668,78495
Crawford,Illinois,"Crawford, Illinois, US",0,1,10,11
Cumberland,Illinois,"Cumberland, Illinois, US",0,1,3,10
DeKalb,Illinois,"DeKalb, Illinois, US",0,14,105,418
De Witt,Illinois,"De Witt, Illinois, US",0,0,3,4
Douglas,Illinois,"Douglas, Illinois, US",0,8,16,28
DuPage,Illinois,"DuPage, Illinois, US",0,392,3256,7765
Edgar,Illinois,"Edgar, Illinois, US",0,0,0,1
Edwards,Illinois,"Edwards, Illinois, US",0,0,0,2
Effingham,Illinois,"Effingham, Illinois, US",0,0,5,7
Fayette,Illinois,"Fayette, Illinois, US",0,2,16,21
Ford,Illinois,"Ford, Illinois, US",0,1,9,20
Franklin,Illinois,"Franklin, Illinois, US",0,1,8,12
Fulton,Illinois,"Fulton, Illinois, US",0,0,3,11
Gallatin,Illinois,"Gallatin, Illinois, US",0,0,2,2
Greene,Illinois,"Greene, Illinois, US",0,0,3,5
Grundy,Illinois,"Grundy, Illinois, US",0,4,37,99
Hamilton,Illinois,"Hamilton, Illinois, US",0,0,2,2
Hancock,Illinois,"Hancock, Illinois, US",0,0,6,17
Hardin,Illinois,"Hardin, Illinois, US",0,0,1,1
Henderson,Illinois,"Henderson, Illinois, US",0,0,5,8
Henry,Illinois,"Henry, Illinois, US",0,3,49,69
Iroquois,Illinois,"Iroquois, Illinois, US",0,2,31,132
Jackson,Illinois,"Jackson, Illinois, US",0,4,120,289
Jasper,Illinois,"Jasper, Illinois, US",0,0,44,45
Jefferson,Illinois,"Jefferson, Illinois, US",0,0,85,101
Jersey,Illinois,"Jersey, Illinois, US",0,0,12,24
Jo Daviess,Illinois,"Jo Daviess, Illinois, US",0,3,13,32
Johnson,Illinois,"Johnson, Illinois, US",0,0,4,9
Kane,Illinois,"Kane, Illinois, US",0,142,1677,6404
Kankakee,Illinois,"Kankakee, Illinois, US",0,51,350,915
Kendall,Illinois,"Kendall, Illinois, US",0,27,281,804
Knox,Illinois,"Knox, Illinois, US",0,1,47,101
Lake,Illinois,"Lake, Illinois, US",0,477,3766,8408
LaSalle,Illinois,"LaSalle,Illinois,US",0,6,54,153
Lawrence,Illinois,"Lawrence, Illinois, US",0,0,3,4
Lee,Illinois,"Lee, Illinois, US",0,0,23,81
Livingston,Illinois,"Livingston, Illinois, US",0,5,20,34
Logan,Illinois,"Logan, Illinois, US",0,0,7,11
McDonough,Illinois,"McDonough, Illinois, US",0,0,18,89
McHenry,Illinois,"McHenry, Illinois, US",0,69,666,1585
McLean,Illinois,"McLean, Illinois, US",0,18,97,220
Macon,Illinois,"Macon, Illinois, US",0,2,109,194
Macoupin,Illinois,"Macoupin, Illinois, US",0,0,31,45
Madison,Illinois,"Madison, Illinois, US",0,25,335,594
Marion,Illinois,"Marion, Illinois, US",0,2,34,50
Marshall,Illinois,"Marshall, Illinois, US",0,1,4,5
Mason,Illinois,"Mason, Illinois, US",0,0,12,18
Massac,Illinois,"Massac, Illinois, US",0,0,4,7
Menard,Illinois,"Menard, Illinois, US",0,0,9,20
Mercer,Illinois,"Mercer, Illinois, US",0,0,8,17
Monroe,Illinois,"Monroe, Illinois, US",0,3,71,96
Montgomery,Illinois,"Montgomery, Illinois, US",0,2,26,39
Morgan,Illinois,"Morgan, Illinois, US",0,5,24,36
Moultrie,Illinois,"Moultrie, Illinois, US",0,0,5,11
Ogle,Illinois,"Ogle, Illinois, US",0,1,122,211
Peoria,Illinois,"Peoria, Illinois, US",0,10,93,238
Perry,Illinois,"Perry, Illinois, US",0,0,24,41
Piatt,Illinois,"Piatt, Illinois, US",0,0,7,11
Pike,Illinois,"Pike, Illinois, US",0,0,1,1
Pope,Illinois,"Pope, Illinois, US",0,0,0,1
Pulaski,Illinois,"Pulaski, Illinois, US",0,0,20,56
Putnam,Illinois,"Putnam, Illinois, US",0,0,0,1
Randolph,Illinois,"Randolph, Illinois, US",0,7,164,269
Richland,Illinois,"Richland, Illinois, US",0,0,3,3
Rock Island,Illinois,"Rock Island, Illinois, US",0,17,389,661
St. Clair,Illinois,"St. Clair, Illinois, US",0,53,492,1152
Saline,Illinois,"Saline, Illinois, US",0,1,3,7
Sangamon,Illinois,"Sangamon, Illinois, US",0,17,195,350
Schuyler,Illinois,"Schuyler, Illinois, US",0,0,1,13
Scott,Illinois,"Scott, Illinois, US",0,0,0,0
Shelby,Illinois,"Shelby, Illinois, US",0,0,10,16
Stark,Illinois,"Stark, Illinois, US",0,0,1,3
Stephenson,Illinois,"Stephenson, Illinois, US",0,3,45,209
Tazewell,Illinois,"Tazewell, Illinois, US",0,4,41,73
Union,Illinois,"Union, Illinois, US",0,0,19,155
Vermilion,Illinois,"Vermilion, Illinois, US",0,0,17,40
Wabash,Illinois,"Wabash, Illinois, US",0,0,1,5
Warren,Illinois,"Warren, Illinois, US",0,0,70,117
Washington,Illinois,"Washington, Illinois, US",0,1,10,18
Wayne,Illinois,"Wayne, Illinois, US",0,0,2,9
White,Illinois,"White, Illinois, US",0,0,2,2
Whiteside,Illinois,"Whiteside, Illinois, US",0,5,87,142
Will,Illinois,"Will, Illinois, US",0,322,2617,5613
Williamson,Illinois,"Williamson, Illinois, US",0,1,32,67
Winnebago,Illinois,"Winnebago, Illinois, US",0,18,485,2290
Woodford,Illinois,"Woodford, Illinois, US",0,3,14,21
Adams,Indiana,"Adams, Indiana, US",0,1,7,17
Allen,Indiana,"Allen, Indiana, US",0,39,588,1662
Bartholomew,Indiana,"Bartholomew, Indiana, US",0,13,261,515
Benton,Indiana,"Benton, Indiana, US",0,1,8,31
Blackford,Indiana,"Blackford, Indiana, US",0,0,8,26
Boone,Indiana,"Boone, Indiana, US",0,29,189,315
Brown,Indiana,"Brown, Indiana, US",0,3,16,33
Carroll,Indiana,"Carroll,Indiana,US",0,2,24,93
Cass,Indiana,"Cass, Indiana, US",0,1,1214,1587
Clark,Indiana,"Clark, Indiana, US",0,38,316,505
Clay,Indiana,"Clay, Indiana, US",0,1,20,51
Clinton,Indiana,"Clinton, Indiana, US",0,1,45,233
Crawford,Indiana,"Crawford, Indiana, US",0,1,17,24
Daviess,Indiana,"Daviess, Indiana, US",0,0,47,92
Dearborn,Indiana,"Dearborn, Indiana, US",0,17,117,168
Decatur,Indiana,"Decatur, Indiana, US",0,48,200,224
DeKalb,Indiana,"DeKalb, Indiana, US",0,2,20,37
Delaware,Indiana,"Delaware, Indiana, US",0,22,182,385
Dubois,Indiana,"Dubois, Indiana, US",0,3,23,199
Elkhart,Indiana,"Elkhart, Indiana, US",0,23,293,1322
Fayette,Indiana,"Fayette, Indiana, US",0,10,28,78
Floyd,Indiana,"Floyd, Indiana, US",0,21,182,318
Fountain,Indiana,"Fountain, Indiana, US",0,1,12,21
Franklin,Indiana,"Franklin, Indiana, US",0,39,97,110
Fulton,Indiana,"Fulton, Indiana, US",0,1,30,49
Gibson,Indiana,"Gibson, Indiana, US",0,4,7,17
Grant,Indiana,"Grant, Indiana, US",0,9,138,213
Greene,Indiana,"Greene, Indiana, US",0,3,90,169
Hamilton,Indiana,"Hamilton, Indiana, US",0,179,794,1162
Hancock,Indiana,"Hancock, Indiana, US",0,33,227,340
Harrison,Indiana,"Harrison, Indiana, US",0,15,129,194
Hendricks,Indiana,"Hendricks, Indiana, US",0,91,701,1171
Henry,Indiana,"Henry, Indiana, US",0,4,40,184
Howard,Indiana,"Howard, Indiana, US",0,20,176,415
Huntington,Indiana,"Huntington, Indiana, US",0,2,9,28
Jackson,Indiana,"Jackson, Indiana, US",0,10,157,392
Jasper,Indiana,"Jasper, Indiana, US",0,9,33,68
Jay,Indiana,"Jay, Indiana, US",0,1,16,53
Jefferson,Indiana,"Jefferson, Indiana, US",0,1,29,45
Jennings,Indiana,"Jennings, Indiana, US",0,17,78,130
Johnson,Indiana,"Johnson, Indiana, US",0,118,616,1115
Knox,Indiana,"Knox, Indiana, US",0,3,20,28
Kosciusko,Indiana,"Kosciusko, Indiana, US",0,5,36,150
LaGrange,Indiana,"LaGrange, Indiana, US",0,2,25,84
Lake,Indiana,"Lake, Indiana, US",0,180,1929,3639
LaPorte,Indiana,"LaPorte, Indiana, US",0,11,224,438
Lawrence,Indiana,"Lawrence, Indiana, US",0,11,99,165
Madison,Indiana,"Madison, Indiana, US",0,46,428,593
Marion,Indiana,"Marion, Indiana, US",0,1117,5754,9900
Marshall,Indiana,"Marshall, Indiana, US",0,3,30,111
Martin,Indiana,"Martin, Indiana, US",0,0,7,11
Miami,Indiana,"Miami, Indiana, US",0,3,107,140
Monroe,Indiana,"Monroe, Indiana, US",0,33,126,166
Montgomery,Indiana,"Montgomery, Indiana, US",0,6,88,245
Morgan,Indiana,"Morgan, Indiana, US",0,41,156,280
Newton,Indiana,"Newton, Indiana, US",0,1,60,78
Noble,Indiana,"Noble, Indiana, US",0,3,71,237
Ohio,Indiana,"Ohio, Indiana, US",0,1,4,13
Orange,Indiana,"Orange, Indiana, US",0,3,101,130
Owen,Indiana,"Owen, Indiana, US",0,12,23,35
Parke,Indiana,"Parke, Indiana, US",0,0,12,18
Perry,Indiana,"Perry, Indiana, US",0,0,10,33
Pike,Indiana,"Pike, Indiana, US",0,0,2,6
Porter,Indiana,"Porter, Indiana, US",0,27,240,543
Posey,Indiana,"Posey, Indiana, US",0,4,12,16
Pulaski,Indiana,"Pulaski, Indiana, US",0,0,25,46
Putnam,Indiana,"Putnam, Indiana, US",0,11,71,137
Randolph,Indiana,"Randolph, Indiana, US",0,3,15,48
Ripley,Indiana,"Ripley, Indiana, US",0,33,93,109
Rush,Indiana,"Rush, Indiana, US",0,5,32,47
St. Joseph,Indiana,"St. Joseph, Indiana, US",0,57,642,1286
Scott,Indiana,"Scott, Indiana, US",0,1,47,120
Shelby,Indiana,"Shelby, Indiana, US",0,19,213,373
Spencer,Indiana,"Spencer, Indiana, US",0,0,5,20
Starke,Indiana,"Starke, Indiana, US",0,1,16,39
Steuben,Indiana,"Steuben, Indiana, US",0,2,25,84
Sullivan,Indiana,"Sullivan, Indiana, US",0,3,16,36
Switzerland,Indiana,"Switzerland, Indiana, US",0,3,15,20
Tippecanoe,Indiana,"Tippecanoe, Indiana, US",0,18,115,414
Tipton,Indiana,"Tipton, Indiana, US",0,5,20,25
Union,Indiana,"Union, Indiana, US",0,0,7,9
Vanderburgh,Indiana,"Vanderburgh, Indiana, US",0,20,143,282
Vermillion,Indiana,"Vermillion, Indiana, US",0,0,7,10
Vigo,Indiana,"Vigo, Indiana, US",0,8,64,169
Wabash,Indiana,"Wabash, Indiana, US",0,1,51,79
Warren,Indiana,"Warren, Indiana, US",0,2,11,12
Warrick,Indiana,"Warrick, Indiana, US",0,8,94,166
Washington,Indiana,"Washington, Indiana, US",0,9,44,52
Wayne,Indiana,"Wayne, Indiana, US",0,3,35,85
Wells,Indiana,"Wells, Indiana, US",0,2,5,32
White,Indiana,"White, Indiana, US",0,2,51,237
Whitley,Indiana,"Whitley, Indiana, US",0,3,20,43
Adair,Iowa,"Adair, Iowa, US",0,1,1,9
Adams,Iowa,"Adams, Iowa, US",0,0,0,7
Allamakee,Iowa,"Allamakee, Iowa, US",0,7,90,120
Appanoose,Iowa,"Appanoose, Iowa, US",0,1,3,14
Audubon,Iowa,"Audubon, Iowa, US",0,1,2,12
Benton,Iowa,"Benton, Iowa, US",0,7,31,43
Black Hawk,Iowa,"Black Hawk, Iowa, US",0,7,1195,1747
Boone,Iowa,"Boone, Iowa, US",0,1,16,65
Bremer,Iowa,"Bremer, Iowa, US",0,0,51,69
Buchanan,Iowa,"Buchanan, Iowa, US",0,2,18,33
Buena Vista,Iowa,"Buena Vista, Iowa, US",0,0,6,810
Butler,Iowa,"Butler, Iowa, US",0,1,9,17
Calhoun,Iowa,"Calhoun, Iowa, US",0,0,1,2
Carroll,Iowa,"Carroll, Iowa, US",0,1,2,11
Cass,Iowa,"Cass, Iowa, US",0,0,1,12
Cedar,Iowa,"Cedar, Iowa, US",0,9,30,48
Cerro Gordo,Iowa,"Cerro Gordo, Iowa, US",0,8,14,29
Cherokee,Iowa,"Cherokee, Iowa, US",0,0,2,31
Chickasaw,Iowa,"Chickasaw, Iowa, US",0,0,5,10
Clarke,Iowa,"Clarke, Iowa, US",0,0,2,56
Clay,Iowa,"Clay, Iowa, US",0,1,4,17
Clayton,Iowa,"Clayton, Iowa, US",0,2,17,34
Clinton,Iowa,"Clinton, Iowa, US",0,6,49,64
Crawford,Iowa,"Crawford, Iowa, US",0,1,24,528
Dallas,Iowa,"Dallas, Iowa, US",0,27,408,916
Davis,Iowa,"Davis, Iowa, US",0,0,1,23
Decatur,Iowa,"Decatur, Iowa, US",0,0,1,1
Delaware,Iowa,"Delaware, Iowa, US",0,0,8,17
Des Moines,Iowa,"Des Moines, Iowa, US",0,2,16,65
Dickinson,Iowa,"Dickinson, Iowa, US",0,1,6,21
Dubuque,Iowa,"Dubuque, Iowa, US",0,22,109,346
Emmet,Iowa,"Emmet, Iowa, US",0,0,0,16
Fayette,Iowa,"Fayette, Iowa, US",0,2,21,27
Floyd,Iowa,"Floyd, Iowa, US",0,0,1,19
Franklin,Iowa,"Franklin, Iowa, US",0,0,3,14
Fremont,Iowa,"Fremont, Iowa, US",0,0,0,4
Greene,Iowa,"Greene, Iowa, US",0,0,7,13
Grundy,Iowa,"Grundy, Iowa, US",0,0,11,20
Guthrie,Iowa,"Guthrie, Iowa, US",0,1,13,51
Hamilton,Iowa,"Hamilton, Iowa, US",0,0,7,43
Hancock,Iowa,"Hancock, Iowa, US",0,3,3,16
Hardin,Iowa,"Hardin, Iowa, US",0,1,9,17
Harrison,Iowa,"Harrison, Iowa, US",0,10,16,23
Henry,Iowa,"Henry, Iowa, US",0,5,32,71
Howard,Iowa,"Howard, Iowa, US",0,0,10,12
Humboldt,Iowa,"Humboldt, Iowa, US",0,0,4,18
Ida,Iowa,"Ida, Iowa, US",0,0,0,14
Iowa,Iowa,"Iowa, Iowa, US",0,5,20,33
Jackson,Iowa,"Jackson, Iowa, US",0,1,5,12
Jasper,Iowa,"Jasper, Iowa, US",0,7,155,260
Jefferson,Iowa,"Jefferson, Iowa, US",0,0,6,30
Johnson,Iowa,"Johnson, Iowa, US",0,76,475,614
Jones,Iowa,"Jones, Iowa, US",0,4,22,36
Keokuk,Iowa,"Keokuk, Iowa, US",0,1,3,14
Kossuth,Iowa,"Kossuth, Iowa, US",0,1,2,10
Lee,Iowa,"Lee, Iowa, US",0,0,9,27
Linn,Iowa,"Linn, Iowa, US",0,94,673,953
Louisa,Iowa,"Louisa, Iowa, US",0,0,274,345
Lucas,Iowa,"Lucas, Iowa, US",0,0,0,17
Lyon,Iowa,"Lyon, Iowa, US",0,0,13,24
Madison,Iowa,"Madison, Iowa, US",0,1,8,29
Mahaska,Iowa,"Mahaska, Iowa, US",0,2,14,95
Marion,Iowa,"Marion, Iowa, US",0,0,10,32
Marshall,Iowa,"Marshall, Iowa, US",0,8,500,896
Mills,Iowa,"Mills, Iowa, US",0,0,2,19
Mitchell,Iowa,"Mitchell, Iowa, US",0,2,3,4
Monona,Iowa,"Monona, Iowa, US",0,5,9,25
Monroe,Iowa,"Monroe, Iowa, US",0,0,0,38
Montgomery,Iowa,"Montgomery, Iowa, US",0,1,1,8
Muscatine,Iowa,"Muscatine, Iowa, US",0,18,346,557
O'Brien,Iowa,"O'Brien, Iowa, US",0,0,9,30
Osceola,Iowa,"Osceola, Iowa, US",0,0,10,34
Page,Iowa,"Page, Iowa, US",0,2,7,14
Palo Alto,Iowa,"Palo Alto, Iowa, US",0,0,0,7
Plymouth,Iowa,"Plymouth, Iowa, US",0,0,14,133
Pocahontas,Iowa,"Pocahontas, Iowa, US",0,0,3,13
Polk,Iowa,"Polk, Iowa, US",0,81,1176,4236
Pottawattamie,Iowa,"Pottawattamie, Iowa, US",0,5,37,269
Poweshiek,Iowa,"Poweshiek, Iowa, US",0,6,57,90
Ringgold,Iowa,"Ringgold, Iowa, US",0,0,0,4
Sac,Iowa,"Sac, Iowa, US",0,0,1,20
Scott,Iowa,"Scott, Iowa, US",0,21,230,361
Shelby,Iowa,"Shelby, Iowa, US",0,3,9,37
Sioux,Iowa,"Sioux, Iowa, US",0,4,11,283
Story,Iowa,"Story, Iowa, US",0,4,31,116
Tama,Iowa,"Tama, Iowa, US",0,14,270,403
Taylor,Iowa,"Taylor, Iowa, US",0,1,1,56
Union,Iowa,"Union, Iowa, US",0,0,1,9
Van Buren,Iowa,"Van Buren, Iowa, US",0,2,8,9
Wapello,Iowa,"Wapello, Iowa, US",0,1,17,597
Warren,Iowa,"Warren, Iowa, US",0,4,25,135
Washington,Iowa,"Washington, Iowa, US",0,34,144,189
Wayne,Iowa,"Wayne, Iowa, US",0,0,1,1
Webster,Iowa,"Webster, Iowa, US",0,1,5,42
Winnebago,Iowa,"Winnebago, Iowa, US",0,0,2,11
Winneshiek,Iowa,"Winneshiek, Iowa, US",0,3,17,24
Woodbury,Iowa,"Woodbury, Iowa, US",0,4,922,2761
Worth,Iowa,"Worth, Iowa, US",0,0,1,3
Wright,Iowa,"Wright, Iowa, US",0,1,3,178
Allen,Kansas,"Allen, Kansas, US",0,0,0,1
Anderson,Kansas,"Anderson, Kansas, US",0,0,0,1
Atchison,Kansas,"Atchison, Kansas, US",0,1,10,23
Barber,Kansas,"Barber, Kansas, US",0,0,1,1
Barton,Kansas,"Barton, Kansas, US",0,1,9,44
Bourbon,Kansas,"Bourbon, Kansas, US",0,3,6,7
