bbl,project_name,buildings,res_units,owner_name,year_built,standard_address,agency_name,program_name,start_date,end_date,Neighborhood,assessed_value,Neighborhood population,Neighborhood income,Neighborhood racial diversity,Serious Hazard Violation 2017,Tax delinquency 2016
1018310023,,1,29,1010 ASSETS INC,2014,207 West 115 Street,NYC Department of Finance,421-a Tax Incentive Program,2015,2040,Central Harlem,"$1,260,900","143,487","$46,537",37.44%,,
1018310040,,2,24,GATEWAY PROPERTIES L.,1900,214 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,2002,2036,Central Harlem,"$493,650","143,487","$46,537",37.44%,,
1018310043,,4,35,220 WEST 116 OWNER LL,1910,220 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,2003,2037,Central Harlem,"$1,415,250","143,487","$46,537",37.44%,1,
1018310047,,1,10,BRADHURST CORNERSTONE,2015,228 West 116 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$454,500","143,487","$46,537",37.44%,1,
1018310056,,2,32,250 WEST OWNERS LLC,2005,246 West 116 Street,NYC Department of Finance,421-a Tax Incentive Program,2007,2032,Central Harlem,"$1,084,500","143,487","$46,537",37.44%,,
1018310116,,1,5,NYC HOUSING DEVELOPME,1900,225 West 115 Street,NYC Department of Finance,J-51 Tax Incentive,2006,2040,Central Harlem,"$328,574","143,487","$46,537",37.44%,,
1018317502,,2,36,,2007,247 West 115 Street,NYC Department of Finance,421-a Tax Incentive Program,2009,2034,Central Harlem,"$2,485,802","143,487","$46,537",37.44%,,
1018337505,,1,56,,2007,775 Columbus Avenue,NYC Department of Finance,421-a Tax Incentive Program,2012,2022,Upper West Side,"$11,667,600","189,492","$113,448",49.24%,,
1018337506,,1,132,,2007,795 Columbus Avenue,NYC Department of Finance,421-a Tax Incentive Program,2012,2022,Upper West Side,"$38,587,951","189,492","$113,448",49.24%,,
1018337507,,1,63,,2007,805 Columbus Avenue,NYC Department of Finance,421-a Tax Incentive Program,2012,2022,Upper West Side,"$16,411,951","189,492","$113,448",49.24%,,
1018360019,,1,19,8 MANHATTAN AVENUE LL,1900,8 Manhattan Avenue,NYC Department of Finance,J-51 Tax Incentive,2009,2043,Upper West Side,"$349,650","189,492","$113,448",49.24%,,
1018360020,,1,36,4 MANHATTAN AVENUE LL,1900,4 Manhattan Avenue,NYC Department of Finance,J-51 Tax Incentive,2009,2043,Upper West Side,"$855,450","189,492","$113,448",49.24%,,
1018380038,,1,20,PARK VALLEY ASSOCS.L.,1910,6 West 103 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Upper West Side,"$837,000","189,492","$113,448",49.24%,1,1
1018380039,,1,15,PARK VALLEY ASSOCS.L.,1910,8 West 103 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Upper West Side,"$445,050","189,492","$113,448",49.24%,1,
1018400153,,1,8,PARK VALLEY ASSOCS.L.,1920,113 Manhattan Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Upper West Side,"$62,747","189,492","$113,448",49.24%,,
1018417502,,1,5,,1980,44 West 106 Street,NYC Department of Finance,421-a Tax Incentive Program,,,Upper West Side,"$478,161","189,492","$113,448",49.24%,,
1018420051,,1,84,ONE FORTY NINE HOUSIN,1920,50 West 107 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Morningside Heights/Hamilton Heights,"$1,434,150","125,195","$49,994",68.95%,1,
1018427503,,1,5,,2004,70 West 107 Street,NYC Department of Finance,421-a Tax Incentive Program,2006,2021,Morningside Heights/Hamilton Heights,"$850,448","125,195","$49,994",68.95%,,
1018430025,,1,9,MR RAMON PEREZ,1900,11 West 107 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,Morningside Heights/Hamilton Heights,"$560,571","125,195","$49,994",68.95%,,
1018430058,,1,10,MANDELA II HOUSING DE,1923,68 West 108 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,Morningside Heights/Hamilton Heights,"$194,730","125,195","$49,994",68.95%,,
1018440001,,8,128,SIMON BOLIVAR HOUSING,1900,981 Columbus Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Morningside Heights/Hamilton Heights,"$3,419,550","125,195","$49,994",68.95%,1,
1018440005,,2,18,MANDELA II HOUSING DE,1900,71 West 108 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,Morningside Heights/Hamilton Heights,"$889,200","125,195","$49,994",68.95%,1,
1018440055,,3,30,MANDELA HOUSING DEVEL,1902,60 West 109 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Morningside Heights/Hamilton Heights,"$1,023,750","125,195","$49,994",68.95%,,1
1018440155,,1,7,MANHATTAN VALLEY DEVE,2000,58 West 109 Street,NYC Department of Finance,421-a Tax Incentive Program,2002,2022,Morningside Heights/Hamilton Heights,"$605,711","125,195","$49,994",68.95%,1,
1018450005,,1,13,MANDELA II HOUSING DE,1900,63 West 109 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Morningside Heights/Hamilton Heights,"$950,400","125,195","$49,994",68.95%,,
1018460036,,1,28,311 WEST 111 LLC,1900,311 West 111 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$773,550","143,487","$46,537",37.44%,1,
1018460041,,1,15,303-305 WEST 111 LLC,1900,303 West 111 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$421,200","143,487","$46,537",37.44%,,
1018460042,,1,13,FDB 8TH AVENUE LLC,1900,2049 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$853,650","143,487","$46,537",37.44%,,
1018460043,,1,13,FDB 8TH AVENUE LLC,1900,2051 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$623,700","143,487","$46,537",37.44%,1,
1018460047,,1,13,FDB 8TH AVENUE LLC,1900,2059 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$362,250","143,487","$46,537",37.44%,,
1018460050,,1,10,302 WEST 112 LLC,1910,302 West 112 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$351,000","143,487","$46,537",37.44%,,
1018460052,,1,28,306-310 WEST 112 LLC,1915,306 West 112 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$801,000","143,487","$46,537",37.44%,,
1018460054,,1,10,306-310 WEST 112 LLC,1900,310 West 112 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$336,960","143,487","$46,537",37.44%,,
1018460055,,1,8,BRADHURST CORNERSTONE,2014,312 West 112 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$1,589,850","143,487","$46,537",37.44%,1,
1018460056,,1,5,WEST 126TH STREET CLU,1900,314 West 112 Street,NYC Department of Finance,J-51 Tax Incentive,2008,2042,Central Harlem,"$58,013","143,487","$46,537",37.44%,,
1018460060,,1,16,"280 MANHATTAN AVENUE,",1900,280 Manhattan Avenue,NYC Department of Finance,J-51 Tax Incentive,2016,2030,Central Harlem,"$1,111,050","143,487","$46,537",37.44%,1,
1018467503,,1,69,,2012,321 Cathedral Parkway,NYC Department of Finance,421-a Tax Incentive Program,2015,2040,Central Harlem,"$10,453,062","143,487","$46,537",37.44%,,
1018467504,,1,57,,1920,272 Manhattan Avenue,NYC Department of Finance,J-51 Tax Incentive,,,Central Harlem,"$5,689,347","143,487","$46,537",37.44%,,
1018470049,,1,10,305-309 WEST 113 LLC,1920,309 West 113 Street,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$523,305","143,487","$46,537",37.44%,,
1018470050,,1,10,305-309 WEST 113 LLC,1920,307 West 113 Street,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$539,051","143,487","$46,537",37.44%,,
1018470051,,1,10,305-309 WEST 113 LLC,1900,305 West 113 Street,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$523,305","143,487","$46,537",37.44%,,
1018470053,,1,16,2099 8-301 WEST 113 L,1900,2095 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$499,950","143,487","$46,537",37.44%,,
1018470054,,1,13,2099 8-301 WEST 113 L,1900,2099 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$595,800","143,487","$46,537",37.44%,,
1018470059,,1,9,300 WEST 114-2107 8 L,1900,2107 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Central Harlem,"$369,200","143,487","$46,537",37.44%,,
1018470060,,1,9,300 WEST 114-2107 8 L,1900,2109 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Central Harlem,"$373,709","143,487","$46,537",37.44%,,
1018470063,,1,20,PARKSIDE PLAZA ASSOCS,1900,306 West 114 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$534,600","143,487","$46,537",37.44%,,
1018470064,,1,11,PARKSIDE PLAZA ASSOCI,1900,308 West 114 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$440,550","143,487","$46,537",37.44%,,
1018477501,,1,6,,2003,2073 Fredrick Douglass Bl,NYC Department of Finance,421-a Tax Incentive Program,2004,2029,Central Harlem,"$435,053","143,487","$46,537",37.44%,,
1018477502,,1,12,,2007,304 West 114 Street,NYC Department of Finance,421-a Tax Incentive Program,2010,2035,Central Harlem,"$699,301","143,487","$46,537",37.44%,,
1018477503,,1,28,PARC STANDARD CONDOMI,2008,2101 Fredrick Douglass Bl,NYC Department of Finance,421-a Tax Incentive Program,2011,2036,Central Harlem,"$1,771,652","143,487","$46,537",37.44%,,
1018480001,,1,10,PARKSIDE PLAZA ASSOCI,1900,338 Manhattan Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$614,634","143,487","$46,537",37.44%,1,
1018480004,,1,10,344 MANHATTAN 819 LLC,1900,344 Manhattan Avenue,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$460,194","143,487","$46,537",37.44%,1,
1018480005,,1,10,315 WEST 114 819 LLC,1900,315 West 114 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,Central Harlem,"$393,828","143,487","$46,537",37.44%,,
1018480007,,1,15,LH 311 WEST 114TH LLC,1900,311 West 114 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$207,000","143,487","$46,537",37.44%,1,
1018480008,,1,15,309 WEST 114 MPPH LIM,1900,309 West 114 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$266,850","143,487","$46,537",37.44%,,
1018480009,,1,15,LH 307 WEST 114TH LLC,1900,307 West 114 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$218,250","143,487","$46,537",37.44%,,
1018480010,,1,15,LH 305 WEST 114TH LLC,1900,305 West 114 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$267,750","143,487","$46,537",37.44%,,
1018480012,,1,13,2111 FDB ROOSEVELT LL,1900,2111 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$382,950","143,487","$46,537",37.44%,,
1018480013,,1,9,2113 FDB ROOSEVELT LL,1900,2113 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$366,234","143,487","$46,537",37.44%,,
1018480014,,1,9,LH 2115 FDB LLC,1900,2115 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$360,895","143,487","$46,537",37.44%,,
1018480015,,1,9,2117 FDB ROOSEVELT LL,1900,2117 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$360,895","143,487","$46,537",37.44%,,
1018480016,,1,18,2119 REALTY ASSOCIAT,1900,2119 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,2010,2024,Central Harlem,"$1,040,850","143,487","$46,537",37.44%,,
1018480018,,1,9,LH 2123 FDB LLC,1900,2123 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$322,455","143,487","$46,537",37.44%,,
1018480042,,1,49,WEST 115 11-13 ASSOCI,1914,315 West 115 Street,NYC Department of Finance,J-51 Tax Incentive,2000,2034,Central Harlem,"$1,528,650","143,487","$46,537",37.44%,,
1018480059,,1,10,310-314 W 116 ST CORP,1900,310 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$360,650","143,487","$46,537",37.44%,,
1018480060,,1,10,310-314 W 116 ST CORP,1900,312 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$440,899","143,487","$46,537",37.44%,,
1018480061,,1,10,310-314 W 116 ST CORP,1900,314 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$408,240","143,487","$46,537",37.44%,,
1018480067,,1,10,310-314 W 116 ST CORP,1900,372 Manhattan Avenue,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$443,232","143,487","$46,537",37.44%,,
1018487501,,1,15,,2004,304 West 115 Street,NYC Department of Finance,421-a Tax Incentive Program,2006,2031,Central Harlem,"$990,002","143,487","$46,537",37.44%,,
1018487502,,1,14,,1900,316 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,2008,2022,Central Harlem,"$664,651","143,487","$46,537",37.44%,,
1018487503,,1,73,,2010,2131 Fredrick Douglass Bl,NYC Department of Finance,421-a Tax Incentive Program,2011,2036,Central Harlem,"$14,112,008","143,487","$46,537",37.44%,,
1018487505,,1,14,,2012,306 West 116 Street,NYC Department of Finance,421-a Tax Incentive Program,2015,2030,Central Harlem,"$2,059,200","143,487","$46,537",37.44%,,
1018490010,,1,10,345 MANHATTAN HOLDING,1900,345 Manhattan Avenue,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$164,895","143,487","$46,537",37.44%,,
1018490014,,1,10,350 WEST 115 LLC,1900,349 Manhattan Avenue,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$159,092","143,487","$46,537",37.44%,,
1018490020,,1,10,6 MORNINGSIDE LLC,1910,6 Morningside Avenue,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$336,312","143,487","$46,537",37.44%,1,
1018490029,,1,10,MORNINGSIDE PRTNR IIL,1900,355 West 115 Street,NYC Department of Finance,J-51 Tax Incentive,1996,2030,Central Harlem,"$345,600","143,487","$46,537",37.44%,,
1018490030,,1,10,WEST 115/116 LP PRTNR,1900,353 West 115 Street,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$312,070","143,487","$46,537",37.44%,,
1018490041,,1,10,NEW YORK EQUITY FUND,1900,356 West 116 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$126,462","143,487","$46,537",37.44%,,
1018490043,,1,5,MORNINGSIDE PRTNR IIL,1900,360 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1996,2030,Central Harlem,"$243,000","143,487","$46,537",37.44%,,
1018490044,,4,42,WEST 115/116 LP PRTNR,1900,362 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$1,408,950","143,487","$46,537",37.44%,,
1018490048,,1,12,WEST 115/116 LP PRTNR,1900,370 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$366,300","143,487","$46,537",37.44%,,
1018490050,,1,10,MORNINGSIDE PRTNR IIL,1900,374 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1996,2030,Central Harlem,"$361,773","143,487","$46,537",37.44%,,
1018490052,,1,12,16 MORNINGSIDE AVE HD,1902,16 Morningside Avenue,NYC Department of Finance,J-51 Tax Incentive,,,Central Harlem,"$701,550","143,487","$46,537",37.44%,,
1018497502,,1,9,,2007,18 Morningside Avenue,NYC Department of Finance,421-a Tax Incentive Program,2008,2033,Central Harlem,"$1,086,495","143,487","$46,537",37.44%,,
1018527501,,1,359,808 COLUMBUS CONDOMIN,2007,808 Columbus Avenue,NYC Department of Finance,421-a Tax Incentive Program,2011,2031,Upper West Side,"$86,037,299","189,492","$113,448",49.24%,,
1018527502,,1,100,,2008,801 Amsterdam Avenue,NYC Department of Finance,421-a Tax Incentive Program,2011,2021,Upper West Side,"$23,071,500","189,492","$113,448",49.24%,,
1018590027,,1,10,PARK SIDE 104 HOUSING,1900,109 West 104 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Upper West Side,"$417,690","189,492","$113,448",49.24%,,1
1018590029,,1,10,PARK SIDE 104 HOUSING,1900,105 West 104 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Upper West Side,"$419,606","189,492","$113,448",49.24%,1,1
1018590030,,1,10,PARK SIDE 104 HOUSING,1900,103 West 104 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Upper West Side,"$419,606","189,492","$113,448",49.24%,,
1018590128,,1,10,PARK SIDE 104 HOUSING,1900,107 West 104 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Upper West Side,"$400,445","189,492","$113,448",49.24%,,1
1018610034,,1,14,SK PEARL LLC,1910,950 Columbus Avenue,NYC Department of Finance,J-51 Tax Incentive,2014,2028,Morningside Heights/Hamilton Heights,"$981,000","125,195","$49,994",68.95%,,
1018620001,,1,15,175 WEST 107TH LLC,1925,961 Amsterdam Avenue,NYC Department of Finance,J-51 Tax Incentive,2014,2028,Morningside Heights/Hamilton Heights,"$1,156,950","125,195","$49,994",68.95%,,
1018630037,,2,19,PARKWAY HOUSING DEVEL,1900,102 West 109 Street,NYC Department of Finance,J-51 Tax Incentive,2014,2028,Morningside Heights/Hamilton Heights,"$648,450","125,195","$49,994",68.95%,1,
1018630039,,2,19,PARKWAY HOUSING DEVEL,1900,106 West 109 Street,NYC Department of Finance,J-51 Tax Incentive,2014,2028,Morningside Heights/Hamilton Heights,"$652,050","125,195","$49,994",68.95%,,
1018630041,,2,19,PARKWAY HOUSING DEVEL,1900,110 West 109 Street,NYC Department of Finance,J-51 Tax Incentive,2014,2028,Morningside Heights/Hamilton Heights,"$652,050","125,195","$49,994",68.95%,,1
1018630043,,2,15,PARKWAY HOUSING DEVEL,1900,114 West 109 Street,NYC Department of Finance,J-51 Tax Incentive,2014,2028,Morningside Heights/Hamilton Heights,"$603,000","125,195","$49,994",68.95%,,
1018630047,,1,10,MANDELA HOUSING DEVEL,1900,122 West 109 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,Morningside Heights/Hamilton Heights,"$276,086","125,195","$49,994",68.95%,1,1
1018630049,,3,30,MANDELA HOUSING DEVEL,1900,126 West 109 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,Morningside Heights/Hamilton Heights,"$688,500","125,195","$49,994",68.95%,1,1
1018650020,,1,430,THE CATHEDRAL CHURCH,2014,40 Morningside Drive,NYC Department of Finance,421-a Tax Incentive Program,2017,2042,Morningside Heights/Hamilton Heights,"$26,233,200","125,195","$49,994",68.95%,,
1018650040,,1,295,THE CATHEDRAL CHURCH,2008,1 Morningside Drive,NYC Department of Finance,421-a Tax Incentive Program,2010,2035,Morningside Heights/Hamilton Heights,"$30,800,000","125,195","$49,994",68.95%,1,
1018690137,,1,20,202-204 W. 98 REALTY,1925,204 West 98 Street,NYC Department of Finance,J-51 Tax Incentive,2011,2045,Upper West Side,"$762,750","189,492","$113,448",49.24%,,
1018700035,,1,10,200-230 W 99 REALTY L,1925,794 Amsterdam Avenue,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Upper West Side,"$756,450","189,492","$113,448",49.24%,,
1018700037,,1,26,200-230 W 99 REALTY L,1925,206 West 99 Street,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Upper West Side,"$1,525,500","189,492","$113,448",49.24%,,
1018700042,,1,25,200-230 W 99 REALTY L,1925,216 West 99 Street,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Upper West Side,"$1,415,700","189,492","$113,448",49.24%,,
1018700043,,1,21,200-230 W 99 REALTY L,1920,2616 Broadway,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Upper West Side,"$2,603,700","189,492","$113,448",49.24%,1,
1018700045,,1,137,AUDUBON HOUSING DEVEL,1925,2612 Broadway,NYC Department of Finance,420-c Tax Incentive Program,,,Upper West Side,"$2,424,600","189,492","$113,448",49.24%,1,
1018700060,,1,34,BILANDER HDFC,1920,260 West 99 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Upper West Side,"$804,600","189,492","$113,448",49.24%,,
1018717501,,1,68,,2008,245 West 99 Street,NYC Department of Finance,421-a Tax Incentive Program,2009,2019,Upper West Side,"$23,546,253","189,492","$113,448",49.24%,,
1018720043,,1,167,JEMROCK REALTY COMPAN,1926,2644 Broadway,NYC Department of Finance,J-51 Tax Incentive,2001,2035,Upper West Side,"$16,323,750","189,492","$113,448",49.24%,,
1018730042,,1,37,MD 216 LLC C/O MILBRO,1920,2670 Broadway,NYC Department of Finance,J-51 Tax Incentive,2005,2019,Upper West Side,"$4,603,500","189,492","$113,448",49.24%,,
1018760034,,1,5,105TH ST HOMESTEADERS,1926,200 West 105 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Upper West Side,"$487,623","189,492","$113,448",49.24%,,
1018760035,,1,5,105TH ST HOMESTEADERS,1926,204 West 105 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Upper West Side,"$404,277","189,492","$113,448",49.24%,,
1018760036,,1,5,105TH ST HOMESTEADERS,1926,208 West 105 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Upper West Side,"$404,277","189,492","$113,448",49.24%,1,
1018760037,,1,10,105TH ST HOMESTEADERS,1926,210 West 105 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Upper West Side,"$670,606","189,492","$113,448",49.24%,,
1018760039,,1,10,105TH ST HOMESTEADERS,1926,214 West 105 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Upper West Side,"$661,025","189,492","$113,448",49.24%,,
1018760061,,1,90,910 W E A REALTY LLC,1925,908 West End Avenue,NYC Department of Finance,J-51 Tax Incentive,1999,2033,Upper West Side,"$6,899,850","189,492","$113,448",49.24%,,
1018760134,,1,5,105TH ST HOMESTEADERS,1926,202 West 105 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Upper West Side,"$404,277","189,492","$113,448",49.24%,,
1018760135,,1,5,105TH ST HOMESTEADERS,1926,206 West 105 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Upper West Side,"$404,277","189,492","$113,448",49.24%,,
1018770028,,1,11,WEST 105TH IH ASSOCIA,1999,211 West 105 Street,NYC Department of Finance,421-a Tax Incentive Program,2001,2021,Upper West Side,"$118,350","189,492","$113,448",49.24%,,
1018790136,,1,5,202 WEST 108 STREET,2004,202 West 108 Street,NYC Department of Finance,421-a Tax Incentive Program,2006,2026,Morningside Heights/Hamilton Heights,"$835,965","125,195","$49,994",68.95%,1,
1018797501,,1,6,THE COLUMBIA HOUSE,2007,238 West 108 Street,NYC Department of Finance,421-a Tax Incentive Program,2010,2020,Morningside Heights/Hamilton Heights,"$1,472,107","125,195","$49,994",68.95%,,
1018797502,,1,6,,2013,241 West 107 Street,NYC Department of Finance,421-a Tax Incentive Program,2016,2026,Morningside Heights/Hamilton Heights,"$571,693","125,195","$49,994",68.95%,,
1018827502,,2,54,,2005,545 Cathedral Parkway,NYC Department of Finance,421-a Tax Incentive Program,2009,2019,Morningside Heights/Hamilton Heights,"$15,956,115","125,195","$49,994",68.95%,,
1018870048,,1,108,305 WEST 97TH ST ASOC,1917,305 West 97 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Upper West Side,"$2,229,300","189,492","$113,448",49.24%,1,
1018877501,,2,61,THE 306-312 W.97TH ST,1920,306 West 97 Street,NYC Department of Finance,J-51 Tax Incentive,2013,2027,Upper West Side,"$5,536,347","189,492","$113,448",49.24%,1,
1019010009,,1,20,QUALITY & AFFORDABLEE,1910,143 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$312,750","143,487","$46,537",37.44%,,
1019010012,,1,9,141 WEST 116 LLC,1910,141 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$359,100","143,487","$46,537",37.44%,,
1019010015,,1,9,133-135 WEST 116 LLC,1920,135 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$369,846","143,487","$46,537",37.44%,1,
1019010016,,1,10,133-135 WEST 116 LLC,1920,133 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$302,169","143,487","$46,537",37.44%,,
1019010018,,1,9,117-129 WEST 116 LLC,1920,129 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$397,572","143,487","$46,537",37.44%,,
1019010019,,1,16,117-129 WEST 116 LLC,1920,125 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Central Harlem,"$505,350","143,487","$46,537",37.44%,,
1019010021,,1,22,117-129 WEST 116 LLC,1920,121 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$817,650","143,487","$46,537",37.44%,,
1019010023,,1,16,117-129 WEST 116 LLC,1920,117 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Central Harlem,"$556,200","143,487","$46,537",37.44%,,
1019017501,,1,28,LENOX HILL DEVELOPMEN,2003,106 West 117 Street,NYC Department of Finance,421-a Tax Incentive Program,2006,2031,Central Harlem,"$3,235,500","143,487","$46,537",37.44%,,
1019020001,,1,18,MANHATTAN POWELL LP,1920,1941 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1994,2028,Central Harlem,"$405,900","143,487","$46,537",37.44%,,
1019020013,,1,10,NEW YORK EQUITY FUND,1920,141 West 117 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$531,703","143,487","$46,537",37.44%,1,
1019020056,,1,30,NEW YORK EQUITY FUND,1920,152 West 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$666,900","143,487","$46,537",37.44%,,
1019027501,,1,23,,2003,101 West 117 Street,NYC Department of Finance,421-a Tax Incentive Program,2006,2031,Central Harlem,"$3,690,900","143,487","$46,537",37.44%,,
1019027504,,1,5,,,103 West 117 Street,NYC Department of Finance,J-51 Tax Incentive,2013,2027,Central Harlem,"$123,257","143,487","$46,537",37.44%,,
1019030061,,1,9,MANHATTAN POWELL LP,1920,1979 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1994,2028,Central Harlem,"$268,240","143,487","$46,537",37.44%,,
1019037501,,1,25,,1910,100 West 119 Street,NYC Department of Finance,J-51 Tax Incentive,2007,2021,Central Harlem,"$2,430,901","143,487","$46,537",37.44%,,
1019040001,,1,9,GLORIA HOMES APTS. L.,1920,1983 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,2009,2043,Central Harlem,"$454,410","143,487","$46,537",37.44%,,
1019040003,,1,10,QUASAR REALTY PARTNE,1920,1987 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,2005,2039,Central Harlem,"$844,650","143,487","$46,537",37.44%,1,1
1019040004,,1,8,QUASAR REALTY PARTNE,1920,1989 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,2005,2039,Central Harlem,"$404,682","143,487","$46,537",37.44%,,
1019050002,,1,6,QUASAR REALTY PARTNE,1910,2003 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,2005,2039,Central Harlem,"$113,240","143,487","$46,537",37.44%,,
