congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
109,house,c000556,howard,,coble,,3/18/1931,nc,r,yes,1/4/2005,73.8
109,house,l000263,sander,m.,levin,,9/6/1931,mi,d,yes,1/4/2005,73.3
109,house,s000810,fortney,h.,stark,,11/11/1931,ca,d,yes,1/4/2005,73.1
109,house,s000465,ike,,skelton,,12/20/1931,mo,d,yes,1/4/2005,73
109,house,m001120,john,p.,murtha,,6/17/1932,pa,d,yes,1/4/2005,72.6
109,house,y000033,don,e.,young,,6/9/1933,ak,r,yes,1/4/2005,71.6
109,house,w000794,diane,e.,watson,,11/12/1933,ca,d,yes,1/4/2005,71.1
109,house,k000288,joseph,k.,knollenberg,,11/28/1933,mi,r,yes,1/4/2005,71.1
109,house,b000652,leonard,l.,boswell,,1/10/1934,ia,d,yes,1/4/2005,71
109,house,e000092,vernon,j.,ehlers,,2/6/1934,mi,r,yes,1/4/2005,70.9
109,house,p000149,donald,m.,payne,,7/16/1934,nj,d,yes,1/4/2005,70.5
109,house,t000326,edolphus,,towns,,7/21/1934,ny,d,yes,1/4/2005,70.5
109,house,o000006,james,l.,oberstar,,9/10/1934,mn,d,yes,1/4/2005,70.3
109,house,l000274,jerry,,lewis,,10/21/1934,ca,r,yes,1/4/2005,70.2
109,house,j000163,nancy,lee,johnson,,1/5/1935,ct,r,yes,1/4/2005,70
109,house,h000444,joel,,hefley,,4/18/1935,co,r,yes,1/4/2005,69.7
109,house,p000583,ronald,e.,paul,,8/20/1935,tx,r,yes,1/4/2005,69.4
109,house,j000126,eddie,bernice,johnson,,12/3/1935,tx,d,yes,1/4/2005,69.1
109,house,b001235,henry,e.,brown,jr.,12/20/1935,sc,r,yes,1/4/2005,69
109,house,o000159,major,r.,owens,,6/28/1936,ny,d,yes,1/4/2005,68.5
109,house,o000085,john,w.,olver,,9/3/1936,ma,d,yes,1/4/2005,68.3
109,house,h000324,alcee,l.,hastings,,9/5/1936,fl,d,yes,1/4/2005,68.3
109,house,k000078,sue,w.,kelly,,9/26/1936,ny,r,yes,1/4/2005,68.3
109,house,b000586,sherwood,l.,boehlert,,9/28/1936,ny,r,yes,1/4/2005,68.3
109,house,h000666,david,lee,hobson,,10/17/1936,oh,r,yes,1/4/2005,68.2
109,house,j000082,william,lewis,jenkins,,11/29/1936,tn,r,yes,1/4/2005,68.1
109,house,n000179,grace,f.,napolitano,,12/4/1936,ca,d,yes,1/4/2005,68.1
109,house,m000404,jim,a.,mcdermott,,12/28/1936,wa,d,yes,1/4/2005,68
109,house,p000096,bill,j.,pascrell,jr.,1/25/1937,nj,d,yes,1/4/2005,67.9
109,house,e000268,terry,,everett,,2/15/1937,al,r,yes,1/4/2005,67.9
109,house,o000165,thomas,william,osborne,,2/23/1937,ne,r,yes,1/4/2005,67.9
109,house,k000008,paul,e.,kanjorski,,4/2/1937,pa,d,yes,1/4/2005,67.8
109,house,o000107,solomon,p.,ortiz,,6/3/1937,tx,d,yes,1/4/2005,67.6
109,house,l000480,nita,m.,lowey,,7/5/1937,ny,d,yes,1/4/2005,67.5
109,house,b001232,judy,,biggert,,8/15/1937,il,r,yes,1/4/2005,67.4
109,house,w000738,lynn,c.,woolsey,,11/3/1937,ca,d,yes,1/4/2005,67.2
109,house,s001161,john,j.h.,schwarz,,11/15/1937,mi,r,no,1/4/2005,67.1
109,house,r000395,harold,,rogers,,12/31/1937,ky,r,yes,1/4/2005,67
109,house,c001036,lois,,capps,,1/10/1938,ca,d,yes,1/4/2005,67
109,house,s000005,martin,olav,sabo,,2/28/1938,mn,d,yes,1/4/2005,66.9
109,house,b001149,dan,l.,burton,,6/21/1938,in,r,yes,1/4/2005,66.5
109,house,a000014,neil,,abercrombie,,6/26/1938,hi,d,yes,1/4/2005,66.5
109,house,c000191,julia,m.,carson,,7/8/1938,in,d,yes,1/4/2005,66.5
109,house,w000187,maxine,,waters,,8/15/1938,ca,d,yes,1/4/2005,66.4
109,house,m000714,juanita,,millender-mcdonald,,9/7/1938,ca,d,yes,1/4/2005,66.3
109,house,m000508,howard,p.,mckeon,,9/9/1938,ca,r,yes,1/4/2005,66.3
109,house,o000007,david,ross,obey,,10/3/1938,wi,d,yes,1/4/2005,66.3
109,house,h000627,maurice,d.,hinchey,,10/27/1938,ny,d,yes,1/4/2005,66.2
109,house,p000263,john,e.,peterson,,12/25/1938,pa,r,yes,1/4/2005,66
109,house,w000672,frank,r.,wolf,,1/30/1939,va,r,yes,1/4/2005,65.9
109,house,g000210,paul,e.,gillmor,,2/1/1939,oh,r,yes,1/4/2005,65.9
109,house,h000762,darlene,,hooley,,4/4/1939,or,d,yes,1/4/2005,65.8
109,house,s000303,e.,clay,shaw,jr.,4/19/1939,fl,r,yes,1/4/2005,65.7
109,house,h000874,steny,h.,hoyer,,6/14/1939,md,d,yes,1/4/2005,65.6
109,house,c000243,michael,n.,castle,,7/2/1939,de,r,yes,1/4/2005,65.5
109,house,w000215,henry,a.,waxman,,9/12/1939,ca,d,yes,1/4/2005,65.3
109,house,p000373,joseph,r.,pitts,,10/10/1939,pa,r,yes,1/4/2005,65.2
109,house,l000287,john,r.,lewis,,2/21/1940,ga,d,yes,1/4/2005,64.9
109,house,p000197,nancy,,pelosi,,3/26/1940,ca,d,yes,1/4/2005,64.8
109,house,f000339,barney,,frank,,3/31/1940,ma,d,yes,1/4/2005,64.8
109,house,p000265,thomas,e.,petri,,5/28/1940,wi,r,yes,1/4/2005,64.6
109,house,c000537,james,e.,clyburn,,7/21/1940,sc,d,yes,1/4/2005,64.5
109,house,p000523,david,e.,price,,8/17/1940,nc,d,yes,1/4/2005,64.4
109,house,h000636,rubn,e.,hinojosa,,8/20/1940,tx,d,yes,1/4/2005,64.4
109,house,d000327,norman,d.,dicks,,12/16/1940,wa,d,yes,1/4/2005,64.1
109,house,t000067,charles,h.,taylor,,1/23/1941,nc,r,yes,1/4/2005,63.9
109,house,h000329,doc,,hastings,,2/7/1941,wa,r,yes,1/4/2005,63.9
109,house,s001146,donald,l.,sherwood,,3/5/1941,pa,r,yes,1/4/2005,63.8
109,house,b000410,howard,l.,berman,,4/15/1941,ca,d,yes,1/4/2005,63.7
109,house,s000822,clifford,b.,stearns,,4/16/1941,fl,r,yes,1/4/2005,63.7
109,house,r000486,lucille,,roybal-allard,,6/12/1941,ca,d,yes,1/4/2005,63.6
109,house,h001034,michael,m.,honda,,6/27/1941,ca,d,yes,1/4/2005,63.5
109,house,f000030,sam,,farr,,7/4/1941,ca,d,yes,1/4/2005,63.5
109,house,d000210,william,d.,delahunt,,7/18/1941,ma,d,yes,1/4/2005,63.5
109,house,n000159,charles,w.,norwood,jr.,7/27/1941,ga,r,yes,1/4/2005,63.4
109,house,m001134,sue,w.,myrick,,8/1/1941,nc,r,yes,1/4/2005,63.4
109,house,s001004,ted,,strickland,,8/4/1941,oh,d,yes,1/4/2005,63.4
109,house,e000226,bob,r.,etheridge,,8/7/1941,nc,d,yes,1/4/2005,63.4
109,house,d000096,danny,k.,davis,,9/6/1941,il,d,yes,1/4/2005,63.3
109,house,s000033,bernard,,sanders,,9/8/1941,vt,i,yes,1/4/2005,63.3
109,house,c001051,john,r.,carter,,11/6/1941,tx,r,yes,1/4/2005,63.2
109,house,t000188,william,m.,thomas,,12/6/1941,ca,r,yes,1/4/2005,63.1
109,house,c000994,randall,h.,cunningham,,12/8/1941,ca,r,yes,1/4/2005,63.1
109,house,h000323,j.,dennis,hastert,,1/2/1942,il,r,yes,1/4/2005,63
109,house,o000166,c.l.,,otter,,5/3/1942,id,r,yes,1/4/2005,62.7
109,house,k000306,james,t.,kolbe,,6/28/1942,az,r,yes,1/4/2005,62.5
109,house,g000550,phil,,gingrey,,7/10/1942,ga,r,yes,1/4/2005,62.5
109,house,d000168,nathan,,deal,,8/25/1942,ga,r,yes,1/4/2005,62.4
109,house,b000420,robert,marion,berry,,8/27/1942,ar,d,yes,1/4/2005,62.4
109,house,f000116,bob,,filner,,9/4/1942,ca,d,yes,1/4/2005,62.3
109,house,l000321,john,,linder,,9/9/1942,ga,r,yes,1/4/2005,62.3
109,house,l000169,james,a.,leach,,10/15/1942,ia,r,yes,1/4/2005,62.2
109,house,s000749,john,mckee,spratt,jr.,11/1/1942,sc,d,yes,1/4/2005,62.2
109,house,a000022,gary,l.,ackerman,,11/19/1942,ny,d,yes,1/4/2005,62.1
109,house,e000215,anna,g.,eshoo,,12/13/1942,ca,d,yes,1/4/2005,62.1
109,house,g000377,kay,,granger,,1/18/1943,tx,r,yes,1/4/2005,62
109,house,s000097,h.,james,saxton,,1/22/1943,nj,r,yes,1/4/2005,62
109,house,m000689,john,l.,mica,,1/27/1943,fl,r,yes,1/4/2005,61.9
109,house,j000255,walter,b.,jones,jr.,2/10/1943,nc,r,yes,1/4/2005,61.9
109,house,s001152,robert,ruhl,simmons,,2/11/1943,ct,r,yes,1/4/2005,61.9
109,house,d000216,rosa,l.,delauro,,3/2/1943,ct,d,yes,1/4/2005,61.8
109,house,k000364,john,r.,kuhl,jr.,4/19/1943,ny,r,no,1/4/2005,61.7
109,house,m000844,alan,b.,mollohan,,5/14/1943,wv,d,yes,1/4/2005,61.6
109,house,w000413,ed,,whitfield,,5/25/1943,ky,r,yes,1/4/2005,61.6
109,house,s000244,f.,james,sensenbrenner,jr.,6/14/1943,wi,r,yes,1/4/2005,61.6
109,house,p000099,ed,,pastor,,6/28/1943,az,d,yes,1/4/2005,61.5
109,house,f000450,virginia,,foxx,,6/29/1943,nc,r,no,1/4/2005,61.5
109,house,d000599,lincoln,,davis,,9/13/1943,tn,d,yes,1/4/2005,61.3
109,house,b001247,virginia,,brown-waite,,10/5/1943,fl,r,yes,1/4/2005,61.3
109,house,c000141,benjamin,l.,cardin,,10/5/1943,md,d,yes,1/4/2005,61.3
109,house,s000248,jos,e.,serrano,,10/24/1943,ny,d,yes,1/4/2005,61.2
109,house,m000309,carolyn,,mccarthy,,1/5/1944,ny,d,yes,1/4/2005,61
109,house,o000163,michael,g.,oxley,,2/11/1944,oh,r,yes,1/4/2005,60.9
109,house,g000021,elton,w.,gallegly,,3/7/1944,ca,r,yes,1/4/2005,60.8
109,house,m001138,donald,a.,manzullo,,3/24/1944,il,r,yes,1/4/2005,60.8
109,house,k000210,peter,t.,king,,4/5/1944,ny,r,yes,1/4/2005,60.8
109,house,d000598,susan,a.,davis,,4/13/1944,ca,d,yes,1/4/2005,60.7
109,house,s001145,janice,d.,schakowsky,,5/26/1944,il,d,yes,1/4/2005,60.6
109,house,p000258,collin,clark,peterson,,6/29/1944,mn,d,yes,1/4/2005,60.5
109,house,c001045,ander,,crenshaw,,9/1/1944,fl,r,yes,1/4/2005,60.3
109,house,t000038,john,s.,tanner,,9/22/1944,tn,d,yes,1/4/2005,60.3
109,house,m001163,doris,o.,matsui,,9/25/1944,ca,d,no,1/4/2005,60.3
109,house,c001061,emanuel,,cleaver,ii,10/26/1944,mo,d,no,1/4/2005,60.2
109,house,r000170,silvestre,,reyes,,11/10/1944,tx,d,yes,1/4/2005,60.2
109,house,g000152,james,a.,gibbons,,12/16/1944,nv,r,yes,1/4/2005,60.1
109,house,b001227,robert,a.,brady,,4/7/1945,pa,d,yes,1/4/2005,59.7
109,house,a000357,thomas,h.,allen,,4/16/1945,me,d,yes,1/4/2005,59.7
109,house,g000544,charles,a.,gonzalez,,5/5/1945,tx,d,yes,1/4/2005,59.7
109,house,m000933,james,p.,moran,jr.,5/16/1945,va,d,yes,1/4/2005,59.6
109,house,m000725,george,,miller,,5/17/1945,ca,d,yes,1/4/2005,59.6
109,house,h000528,walter,,herger,,5/20/1945,ca,r,yes,1/4/2005,59.6
109,house,b000716,allen,,boyd,jr.,6/6/1945,fl,d,yes,1/4/2005,59.6
109,house,k000180,carolyn,cheeks,kilpatrick,,6/25/1945,mi,d,yes,1/4/2005,59.5
109,house,s001157,david,,scott,,6/27/1945,ga,d,yes,1/4/2005,59.5
109,house,h000213,jane,,harman,,6/28/1945,ca,d,yes,1/4/2005,59.5
109,house,h001029,robin,c.,hayes,,8/14/1945,nc,r,yes,1/4/2005,59.4
109,house,w000207,melvin,l.,watt,,8/26/1945,nc,d,yes,1/4/2005,59.4
109,house,s001144,christopher,h.,shays,,10/18/1945,ct,r,yes,1/4/2005,59.2
109,house,m001140,dennis,,moore,,11/8/1945,ks,d,yes,1/4/2005,59.2
109,house,l000552,ray,h.,lahood,,12/6/1945,il,r,yes,1/4/2005,59.1
109,house,s001160,michael,e.,sodrel,,12/17/1945,in,r,no,1/4/2005,59
109,house,t000458,thomas,g.,tancredo,,12/20/1945,co,r,yes,1/4/2005,59
109,house,r000576,c.,a. dutch,ruppersberger,,1/31/1946,md,d,yes,1/4/2005,58.9
109,house,m000087,carolyn,b.,maloney,,2/19/1946,ny,d,yes,1/4/2005,58.9
109,house,g000180,wayne,t.,gilchrest,,4/15/1946,md,r,yes,1/4/2005,58.7
109,house,f000372,rodney,p.,frelinghuysen,,4/29/1946,nj,r,yes,1/4/2005,58.7
109,house,r000033,james,m.,ramstad,,5/6/1946,mn,r,yes,1/4/2005,58.7
109,house,l000554,frank,a.,lobiondo,,5/12/1946,nj,r,yes,1/4/2005,58.7
109,house,k000009,marcy,,kaptur,,6/17/1946,oh,d,yes,1/4/2005,58.6
109,house,m000133,edward,j.,markey,,7/11/1946,ma,d,yes,1/4/2005,58.5
109,house,l000551,barbara,,lee,,7/16/1946,ca,d,yes,1/4/2005,58.5
109,house,j000285,timothy,v.,johnson,,7/23/1946,il,r,yes,1/4/2005,58.5
109,house,b000657,frederick,c.,boucher,,8/1/1946,va,d,yes,1/4/2005,58.4
109,house,l000293,ron,,lewis,,9/14/1946,ky,r,yes,1/4/2005,58.3
109,house,l000517,daniel,e.,lungren,,9/22/1946,ca,r,no,1/4/2005,58.3
109,house,d000399,lloyd,a.,doggett,,10/6/1946,tx,d,yes,1/4/2005,58.2
109,house,k000336,dennis,j.,kucinich,,10/8/1946,oh,d,yes,1/4/2005,58.2
109,house,g000280,virgil,h.,goode,jr.,10/17/1946,va,r,yes,1/4/2005,58.2
109,house,b000911,corrine,,brown,,11/11/1946,fl,d,yes,1/4/2005,58.1
109,house,r000515,bobby,l.,rush,,11/23/1946,il,d,yes,1/4/2005,58.1
109,house,c000962,barbara,l.,cubin,,11/30/1946,wy,r,yes,1/4/2005,58.1
109,house,a000361,rodney,m.,alexander,,12/5/1946,la,r,yes,1/4/2005,58.1
109,house,b001234,joe,,baca,,1/23/1947,ca,d,yes,1/4/2005,57.9
109,house,b000490,sanford,d.,bishop,jr.,2/4/1947,ga,d,yes,1/4/2005,57.9
109,house,e000179,eliot,l.,engel,,2/18/1947,ny,d,yes,1/4/2005,57.9
109,house,j000070,william,j.,jefferson,,3/14/1947,la,d,yes,1/4/2005,57.8
109,house,d000217,thomas,dale,delay,,4/8/1947,tx,r,yes,1/4/2005,57.7
109,house,b001251,george,kenneth,butterfield,jr.,4/27/1947,nc,d,yes,1/4/2005,57.7
109,house,r000566,jim,r.,ryun,,4/29/1947,ks,r,yes,1/4/2005,57.7
109,house,s000185,robert,c.,scott,,4/30/1947,va,d,yes,1/4/2005,57.7
109,house,d000191,peter,a.,defazio,,5/27/1947,or,d,yes,1/4/2005,57.6
109,house,n000002,jerrold,l.,nadler,,6/13/1947,ny,d,yes,1/4/2005,57.6
109,house,w000099,james,t.,walsh,,6/19/1947,ny,r,yes,1/4/2005,57.5
109,house,r000409,dana,t.,rohrabacher,,6/21/1947,ca,r,yes,1/4/2005,57.5
109,house,a000358,w.,todd,akin,,7/5/1947,mo,r,yes,1/4/2005,57.5
109,house,d000533,john,j.,duncan,jr.,7/21/1947,tn,r,yes,1/4/2005,57.5
109,house,w000268,w.,curtis,weldon,,7/22/1947,pa,r,yes,1/4/2005,57.5
109,house,w000795,joe,g.,wilson,,7/31/1947,sc,r,yes,1/4/2005,57.4
109,house,c000868,robert,e.,cramer,jr.,8/22/1947,al,d,yes,1/4/2005,57.4
109,house,p000588,stevan,e.,pearce,,8/24/1947,nm,r,yes,1/4/2005,57.4
109,house,g000553,al,,green,,9/1/1947,tx,d,no,1/4/2005,57.3
109,house,k000363,john,paul,kline,,9/6/1947,mn,r,yes,1/4/2005,57.3
109,house,m000590,michael,r.,mcnulty,,9/16/1947,ny,d,yes,1/4/2005,57.3
109,house,s000672,victor,f.,snyder,,9/27/1947,ar,d,yes,1/4/2005,57.3
109,house,m001161,charles,j.,melancon,,10/3/1947,la,d,no,1/4/2005,57.3
109,house,g000410,gene,eugene,green,,10/17/1947,tx,d,yes,1/4/2005,57.2
109,house,s000583,lamar,s.,smith,,11/19/1947,tx,r,yes,1/4/2005,57.1
109,house,l000397,zoe,,lofgren,,12/21/1947,ca,d,yes,1/4/2005,57
109,house,b000013,spencer,thomas,bachus,iii,12/28/1947,al,r,yes,1/4/2005,57
109,house,n000143,anne,meagher,northup,,1/22/1948,ky,r,yes,1/4/2005,57
109,house,t000193,bennie,g.,thompson,,1/28/1948,ms,d,yes,1/4/2005,56.9
109,house,g000551,ral,m.,grijalva,,2/19/1948,az,d,yes,1/4/2005,56.9
109,house,m001146,james,,marshall,,3/31/1948,ga,d,yes,1/4/2005,56.8
109,house,u000039,tom,s.,udall,,5/18/1948,nm,d,yes,1/4/2005,56.6
109,house,b000072,richard,hugh,baker,,5/22/1948,la,r,yes,1/4/2005,56.6
109,house,h000981,duncan,l.,hunter,,5/31/1948,ca,r,yes,1/4/2005,56.6
109,house,c001062,k.,michael,conaway,,6/11/1948,tx,r,no,1/4/2005,56.6
109,house,l000111,tom,p.,latham,,7/14/1948,ia,r,yes,1/4/2005,56.5
109,house,l000557,john,b.,larson,,7/22/1948,ct,d,yes,1/4/2005,56.5
109,house,b000574,earl,,blumenauer,,8/16/1948,or,d,yes,1/4/2005,56.4
109,house,p000592,ted,,poe,,9/10/1948,tx,r,no,1/4/2005,56.3
109,house,b001240,bob,,beauprez,,9/22/1948,co,r,yes,1/4/2005,56.3
109,house,m000472,john,m.,mchugh,,9/29/1948,ny,r,yes,1/4/2005,56.3
109,house,s001162,allyson,y.,schwartz,,10/3/1948,pa,d,no,1/4/2005,56.3
109,house,h001032,rush,d.,holt,,10/15/1948,nj,d,yes,1/4/2005,56.2
109,house,m001139,gary,g.,miller,,10/16/1948,ca,r,yes,1/4/2005,56.2
109,house,d000136,thomas,m.,davis,iii,1/5/1949,va,r,yes,1/4/2005,56
109,house,g000309,barton,jennings,gordon,,1/24/1949,tn,d,yes,1/4/2005,55.9
109,house,m001152,marilyn,n.,musgrave,,1/27/1949,co,r,yes,1/4/2005,55.9
109,house,n000015,richard,e.,neal,,2/14/1949,ma,d,yes,1/4/2005,55.9
109,house,c001053,tom,,cole,,4/28/1949,ok,r,yes,1/4/2005,55.7
109,house,r000011,nick,j.,rahall,ii,5/20/1949,wv,d,yes,1/4/2005,55.6
109,house,k000362,steve,a.,king,,5/28/1949,ia,r,yes,1/4/2005,55.6
109,house,v000108,peter,j.,visclosky,,8/13/1949,in,d,yes,1/4/2005,55.4
109,house,j000284,stephanie,tubbs,jones,,9/10/1949,oh,d,yes,1/4/2005,55.3
109,house,b000213,joe,linus,barton,,9/15/1949,tx,r,yes,1/4/2005,55.3
109,house,m000388,james,o.,mccrery,iii,9/18/1949,la,r,yes,1/4/2005,55.3
109,house,c000794,jerry,f.,costello,,9/25/1949,il,d,yes,1/4/2005,55.3
109,house,s000275,john,b.,shadegg,,10/22/1949,az,r,yes,1/4/2005,55.2
109,house,b000589,john,a.,boehner,,11/17/1949,oh,r,yes,1/4/2005,55.1
109,house,d000605,thelma,d.,drake,,11/20/1949,va,r,no,1/4/2005,55.1
109,house,n000182,randy,,neugebauer,,12/24/1949,tx,r,yes,1/4/2005,55
109,house,b000575,roy,,blunt,,1/10/1950,mo,r,yes,1/4/2005,55
109,house,j000032,sheila,,jackson lee,,1/12/1950,tx,d,yes,1/4/2005,55
109,house,i000047,ernest,j.,istook,jr.,2/11/1950,ok,r,yes,1/4/2005,54.9
109,house,w000796,lynn,a.,westmoreland,,4/2/1950,ga,r,no,1/4/2005,54.8
109,house,b001242,timothy,h.,bishop,,6/1/1950,ny,d,yes,1/4/2005,54.6
109,house,d000597,jo ann,s.,davis,,6/29/1950,va,r,yes,1/4/2005,54.5
109,house,u000038,mark,e.,udall,,7/18/1950,co,d,yes,1/4/2005,54.5
109,house,s001143,mark,edward,souder,,7/18/1950,in,r,yes,1/4/2005,54.5
109,house,r000578,david,g.,reichert,,8/29/1950,wa,r,no,1/4/2005,54.4
109,house,r000569,thomas,m.,reynolds,,9/3/1950,ny,r,yes,1/4/2005,54.3
109,house,s001148,michael,k.,simpson,,9/8/1950,id,r,yes,1/4/2005,54.3
109,house,e000172,jo ann,h.,emerson,,9/16/1950,mo,r,yes,1/4/2005,54.3
109,house,c000116,christopher,b.,cannon,,10/20/1950,ut,r,yes,1/4/2005,54.2
109,house,d000429,john,t.,doolittle,,10/30/1950,ca,r,yes,1/4/2005,54.2
109,house,b001236,john,,boozman,,12/10/1950,ar,r,yes,1/4/2005,54.1
109,house,b001248,michael,c.,burgess,,12/23/1950,tx,r,yes,1/4/2005,54
109,house,c000984,elijah,e.,cummings,,1/18/1951,md,d,yes,1/4/2005,54
109,house,b001231,shelley,,berkley,,1/20/1951,nv,d,yes,1/4/2005,54
109,house,t000460,mike,michael,thompson,,1/24/1951,ca,d,yes,1/4/2005,53.9
109,house,s001165,albio,,sires,,1/26/1951,nj,d,no,1/4/2005,53.9
109,house,b000461,brian,p.,bilbray,,1/28/1951,ca,r,no,1/4/2005,53.9
109,house,i000026,jay,,inslee,,2/9/1951,wa,d,yes,1/4/2005,53.9
109,house,m001158,kenny,ewell,marchant,,2/23/1951,tx,r,no,1/4/2005,53.9
109,house,g000536,gilbert,w.,gutknecht,,3/20/1951,mn,r,yes,1/4/2005,53.8
109,house,m001160,gwen,,moore,,4/18/1951,wi,d,no,1/4/2005,53.7
109,house,t000260,todd,,tiahrt,,6/15/1951,ks,r,yes,1/4/2005,53.6
109,house,w000437,roger,f.,wicker,,7/5/1951,ms,r,yes,1/4/2005,53.5
109,house,b001250,rob,,bishop,,7/13/1951,ut,r,yes,1/4/2005,53.5
109,house,p000555,deborah,d.,pryce,,7/29/1951,oh,r,yes,1/4/2005,53.4
109,house,e000250,lane,a.,evans,,8/4/1951,il,d,yes,1/4/2005,53.4
109,house,w000784,albert,russell,wynn,,9/10/1951,md,d,yes,1/4/2005,53.3
109,house,t000266,john,f.,tierney,,9/18/1951,ma,d,yes,1/4/2005,53.3
109,house,r000487,edward,r.,royce,,10/12/1951,ca,r,yes,1/4/2005,53.2
109,house,p000034,frank,j.,pallone,jr.,10/30/1951,nj,d,yes,1/4/2005,53.2
109,house,t000057,ellen,o.,tauscher,,11/15/1951,ca,d,yes,1/4/2005,53.1
109,house,e000063,thomas,,edwards,,11/24/1951,tx,d,yes,1/4/2005,53.1
109,house,s001164,jean,,schmidt,,11/29/1951,oh,r,no,1/4/2005,53.1
109,house,b000220,charles,f.,bass,,1/8/1952,nh,r,yes,1/4/2005,53
109,house,c001037,michael,e.,capuano,,1/9/1952,ma,d,yes,1/4/2005,53
109,house,f000445,j.,randy,forbes,,2/17/1952,va,r,yes,1/4/2005,52.9
109,house,s001045,bart,t.,stupak,,2/29/1952,mi,d,yes,1/4/2005,52.8
109,house,c001059,jim,,costa,,4/13/1952,ca,d,no,1/4/2005,52.7
109,house,b001243,marsha,w.,blackburn,,6/6/1952,tn,r,yes,1/4/2005,52.6
109,house,d000492,david,t.,dreier,,7/5/1952,ca,r,yes,1/4/2005,52.5
109,house,r000435,ileana,,ros-lehtinen,,7/15/1952,fl,r,yes,1/4/2005,52.5
109,house,p000422,earl,ralph,pomeroy,,9/2/1952,nd,d,yes,1/4/2005,52.3
109,house,m001151,tim,,murphy,,9/11/1952,pa,r,yes,1/4/2005,52.3
109,house,g000289,bob,w.,goodlatte,,9/22/1952,va,r,yes,1/4/2005,52.3
109,house,c001055,ed,,case,,9/27/1952,hi,d,yes,1/4/2005,52.3
109,house,r000462,steven,r.,rothman,,10/14/1952,nj,d,yes,1/4/2005,52.2
109,house,c000830,c.,christopher,cox,,10/16/1952,ca,r,yes,1/4/2005,52.2
109,house,b001246,jeb,e.,bradley,,10/20/1952,nh,r,yes,1/4/2005,52.2
109,house,b000944,sherrod,,brown,,11/9/1952,oh,d,yes,1/4/2005,52.2
109,house,c000266,steve,j.,chabot,,1/22/1953,oh,r,yes,1/4/2005,52
109,house,s000522,christopher,h.,smith,,3/4/1953,nj,r,yes,1/4/2005,51.8
109,house,v000081,nydia,m.,velzquez,,3/28/1953,ny,d,yes,1/4/2005,51.8
109,house,u000031,fred,stephen,upton,,4/23/1953,mi,r,yes,1/4/2005,51.7
109,house,m001154,r.,bradley,miller,,5/19/1953,nc,d,yes,1/4/2005,51.6
109,house,c000059,ken,s.,calvert,,6/8/1953,ca,r,yes,1/4/2005,51.6
109,house,s001166,shelley,,sekula-gibbs,,6/22/1953,tx,r,no,1/4/2005,51.5
109,house,c000071,dave,lee,camp,,7/9/1953,mi,r,yes,1/4/2005,51.5
109,house,s001158,john,tony,salazar,,7/21/1953,co,d,no,1/4/2005,51.5
109,house,d000482,michael,f.,doyle,jr.,8/5/1953,pa,d,yes,1/4/2005,51.4
109,house,g000552,louie,b.,gohmert,jr.,8/18/1953,tx,r,no,1/4/2005,51.4
109,house,w000267,david,j.,weldon,jr.,8/31/1953,fl,r,yes,1/4/2005,51.3
109,house,t000074,gene,,taylor,,9/17/1953,ms,d,yes,1/4/2005,51.3
109,house,m001137,gregory,w.,meeks,,9/25/1953,ny,d,yes,1/4/2005,51.3
109,house,h000676,peter,,hoekstra,,10/30/1953,mi,r,yes,1/4/2005,51.2
109,house,i000056,darrell,e.,issa,,11/1/1953,ca,r,yes,1/4/2005,51.2
109,house,c001047,shelley,moore,capito,,11/26/1953,wv,r,yes,1/4/2005,51.1
109,house,g000535,luis,v.,gutirrez,,12/10/1953,il,d,yes,1/4/2005,51.1
109,house,m000639,robert,,menndez,,1/1/1954,nj,d,yes,1/4/2005,51
109,house,b000617,henry,,bonilla,,1/2/1954,tx,r,yes,1/4/2005,51
109,house,m001150,candice,s.,miller,,5/7/1954,mi,r,yes,1/4/2005,50.7
109,house,m000934,jerry,,moran,,5/29/1954,ks,r,yes,1/4/2005,50.6
109,house,c000754,jim,,cooper,,6/19/1954,tn,d,yes,1/4/2005,50.5
109,house,n000081,robert,william,ney,,7/5/1954,oh,r,yes,1/4/2005,50.5
109,house,m001143,betty,louise,mccollum,,7/12/1954,mn,d,yes,1/4/2005,50.5
109,house,l000553,steven,c.,latourette,,7/22/1954,oh,r,yes,1/4/2005,50.5
109,house,d000299,lincoln,,diaz-balart,,8/13/1954,fl,r,yes,1/4/2005,50.4
109,house,f000238,mark,adam,foley,,9/8/1954,fl,r,yes,1/4/2005,50.3
109,house,p000591,tom,,price,,10/8/1954,ga,r,no,1/4/2005,50.2
109,house,s000344,brad,j.,sherman,,10/24/1954,ca,d,yes,1/4/2005,50.2
109,house,m001149,michael,h.,michaud,,1/18/1955,me,d,yes,1/4/2005,50
109,house,g000549,jim,,gerlach,,2/25/1955,pa,r,yes,1/4/2005,49.9
109,house,m000523,cynthia,,mckinney,,3/17/1955,ga,d,no,1/4/2005,49.8
109,house,s000250,pete,a.,sessions,,3/22/1955,tx,r,yes,1/4/2005,49.8
109,house,l000562,stephen,f.,lynch,,3/31/1955,ma,d,yes,1/4/2005,49.8
109,house,w000793,david,,wu,,4/8/1955,or,d,yes,1/4/2005,49.7
109,house,b000755,kevin,p.,brady,,4/11/1955,tx,r,yes,1/4/2005,49.7
